序號,餐廳編號,餐廳名稱,餐點編號,菜牌編號,餐點名稱,英文名稱,據點,建檔日期
326,HDSF,紅豆食府,73OYDKDC,HDSF-73OYDKDC,豆酥鮮魚便當,Crispy Bean and Fresh Fish Lunch Box,聯發科行善,2025-01-14 12:04:52
327,HDSF,紅豆食府,71LFVIIA,HDSF-71LFVIIA,素食便當,Vegetarian Lunch Box,聯發科行善,2025-01-14 12:04:52
328,SUBWA,SUBWAY,11KGPLDF,SUBWA-11KGPLDF,鮮嫩雞柳6吋,Chicken Strips (6-inch),聯發科行善,2024-12-10 12:14:49
329,QJTJR,奇鷄土鷄肉飯,58FJZMRR,QJTJR-58FJZMRR,增量土鷄肉丁餐盒,Extra Portion Local Chicken Cubes Meal Box,聯發科行善,2025-01-14 12:04:52
330,QJTJR,奇鷄土鷄肉飯,32EBJHFT,QJTJR-32EBJHFT,土鷄鷄丁腿排餐,Local Chicken Cubes and Thigh Meal,聯發科行善,2025-01-14 12:04:52
331,QJTJR,奇鷄土鷄肉飯,76DDPTEL,QJTJR-76DDPTEL,冠軍單翅餐,Champion Single Wing Meal,聯發科行善,2025-01-14 12:04:52
332,QJTJR,奇鷄土鷄肉飯,89BOFCGO,QJTJR-89BOFCGO,海景大魷魚餐,Seaside Giant Squid Meal,聯發科行善,2025-01-14 12:04:52
333,QJTJR,奇鷄土鷄肉飯,75APEZWY,QJTJR-75APEZWY,挪威鯖魚餐,Norwegian Mackerel Meal,聯發科行善,2025-01-14 12:04:52
334,FCSL,鳳城燒臘,71MFRYUK,FCSL-71MFRYUK,油雞燒鴨飯,Roasted Chicken and Duck Rice,聯發科行善,2025-01-14 12:04:52
335,FCSL,鳳城燒臘,93TRJTJI,FCSL-93TRJTJI,叉燒油雞飯,BBQ Pork and Roasted Chicken Rice,聯發科行善,2025-01-14 12:04:52
336,YGCF,陽光廚房,09NEIWBD,YGCF-09NEIWBD,香蔥京醬肉絲飯,Green Onion Beijing Sauce Shredded Pork Rice,聯發科行善,2024-12-25 14:56:29
337,YGCF,陽光廚房,56PVLDVR,YGCF-56PVLDVR,可口香酥豬排飯,Tasty Crispy Pork Cutlet Rice,聯發科行善,2024-12-25 14:56:29
338,YDJKJ,尹東家烤雞,29TGOHNX,YDJKJ-29TGOHNX,韓式蒸烤雞腿飯,Korean Steamed and Grilled Chicken Thigh with Rice,聯發科行善,2025-01-14 12:04:52
339,YDJKJ,尹東家烤雞,23YFIGOQ,YDJKJ-23YFIGOQ,紐奧良蒸烤雞腿飯,New Orleans Style Steamed and Grilled Chicken Thigh with Rice,聯發科行善,2025-01-14 12:04:52
340,YDJKJ,尹東家烤雞,51DONHRU,YDJKJ-51DONHRU,台式三杯雞飯,Taiwanese Three-Cup Chicken with Rice,聯發科行善,2025-01-14 12:04:52
341,YDJKJ,尹東家烤雞,56JTVQDF,YDJKJ-56JTVQDF,台式麻油雞飯,Taiwanese Sesame Oil Chicken with Rice,聯發科行善,2025-01-14 12:04:52
342,YDJKJ,尹東家烤雞,09TLCOLT,YDJKJ-09TLCOLT,蔥爆豬五花飯,Scallion Stir-Fried Pork Belly with Rice,聯發科行善,2025-01-14 12:04:52
343,YDJKJ,尹東家烤雞,10RGOGNX,YDJKJ-10RGOGNX,照燒蒸烤雞腿飯,Teriyaki Steamed and Grilled Chicken Thigh with Rice,聯發科行善,2025-01-14 12:04:52
344,WT,悟饕,06GKTNVJ,WT-06GKTNVJ,匠滷控肉飯包,Braised Pork Belly Rice Box,聯發科行善,2024-12-10 12:14:49
345,WT,悟饕,76IZUSIY,WT-76IZUSIY,和風豬肉燒飯包,Japanese Style Grilled Pork Rice Pack,聯發科行善,2025-01-14 12:04:52
346,BFYJ,八方雲集,62DATLZP,BFYJ-62DATLZP,玉米水餃十顆,Ten Corn Dumplings,聯發科行善,2025-01-14 12:04:52
347,YGCF,陽光廚房,55HJCQIH,YGCF-55HJCQIH,川味宮保雞丁飯,Sichuan Kung Pao Chicken Rice,聯發科行善,2024-12-25 14:56:29
348,HBW,漢堡王,94ZVDSJK,HBW-94ZVDSJK,雙起士培根牛肉堡餐(配小薯條),Double Cheese Bacon Beef Burger Meal (with Small Fries),聯發科行善,2025-01-14 12:04:52
349,HBW,漢堡王,91UEEAHO,HBW-91UEEAHO,花生培根脆雞堡餐(配小薯條),Peanut Bacon Crispy Chicken Burger Meal (with Small Fries),聯發科行善,2025-01-14 12:04:52
350,HBW,漢堡王,33RBSBAR,HBW-33RBSBAR,Q彈海老牛堡餐(配小薯條),Chewy Shrimp Beef Burger Meal (with Small Fries),聯發科行善,2025-01-14 12:04:52
351,BSK,必勝客,41KBUHUH,BSK-41KBUHUH,韓式泡菜燒肉個人披薩原萃無糖綠茶,Korean Kimchi BBQ Pork Personal Pizza with Original Sugar-free Green Tea,聯發科行善,2024-12-25 14:56:29
352,BSK,必勝客,11FNRCJX,BSK-11FNRCJX,夏威夷個人披薩原萃無糖綠茶,Hawaiian Personal Pizza with Original Sugar-free Green Tea,聯發科行善,2024-12-25 14:56:29
353,BSK,必勝客,98ZVOBMB,BSK-98ZVOBMB,雙層美式臘腸個人披薩原萃無糖綠茶,Double American Sausage Personal Pizza with Original Sugar-free Green Tea,聯發科行善,2024-12-25 14:56:29
354,BSK,必勝客,83PFDIWA,BSK-83PFDIWA,和風章魚燒個人披薩原萃無糖綠茶,Japanese Style Octopus Ball Personal Pizza with Unsweetened Green Tea,聯發科行善,2025-01-14 12:04:52
355,BSK,必勝客,62DSNLXT,BSK-62DSNLXT,蔬食總匯個人披薩原萃無糖綠茶,Vegetarian Deluxe Personal Pizza with Original Sugar-free Green Tea,聯發科行善,2024-12-25 14:56:29
356,XDST,兄弟食堂,22OFELDC,XDST-22OFELDC,火雞肉便當,Turkey Meat Lunch Box,聯發科行善,2025-01-14 12:04:52
357,XDST,兄弟食堂,98XEEANA,XDST-98XEEANA,炸排骨便當,Fried Pork Chop Lunch Box,聯發科行善,2025-01-14 12:04:52
358,XDST,兄弟食堂,01LDBHHI,XDST-01LDBHHI,控肉便當,Braised Pork Belly Lunch Box,聯發科行善,2025-01-14 12:04:52
359,XDST,兄弟食堂,01JPAEQF,XDST-01JPAEQF,炸無骨雞腿便當,Fried Boneless Chicken Thigh Lunch Box,聯發科行善,2025-01-14 12:04:52
360,XDST,兄弟食堂,52DMUFGX,XDST-52DMUFGX,肉絲炒麵,Shredded Pork Stir-Fried Noodles,聯發科行善,2025-01-14 12:04:52
361,BFYJ,八方雲集,62EUZMCR,BFYJ-62EUZMCR,紅燒牛湯餃,Braised Beef Dumplings in Soup,聯發科行善,2025-01-14 12:04:52
362,SJBD,食吉便當,67BHDLEU,SJBD-67BHDLEU,舒肥青醬雞胸,Sous Vide Pesto Chicken Breast,聯發科行善,2025-01-14 12:04:52
363,ZZ,抓粥,12QGSMOP,ZZ-12QGSMOP,皮蛋瘦肉粥,Preserved Egg and Pork Congee,聯發科行善,2025-01-14 12:04:52
364,ZZ,抓粥,64EQFWSQ,ZZ-64EQFWSQ,廣皮粥,Cantonese Congee,聯發科行善,2025-01-14 12:04:52
365,ZZ,抓粥,02XPNOMT,ZZ-02XPNOMT,玉米瘦肉粥,Corn and Pork Congee,聯發科行善,2025-01-14 12:04:52
366,ZZ,抓粥,19DKDBUM,ZZ-19DKDBUM,薑絲牛肉粥,Ginger Shreds and Beef Congee,聯發科行善,2025-01-14 12:04:52
367,BSK,必勝客,89GYQRPN,BSK-89GYQRPN,鐵板雙牛個人披薩原萃無糖綠茶,Double Beef Personal Pizza with Original Sugar-free Green Tea,聯發科行善,2024-12-25 14:56:29
368,BSK,必勝客,06IDKPLO,BSK-06IDKPLO,日式照燒雞個人披薩原萃無糖綠茶,Teriyaki Chicken Personal Pizza with Unsweetened Green Tea,聯發科行善,2025-01-14 12:04:52
369,BSK,必勝客,56CIVOUF,BSK-56CIVOUF,海鮮個人披薩原萃無糖綠茶,Seafood Personal Pizza with Unsweetened Green Tea,聯發科行善,2025-01-14 12:04:52
370,QHSL,齊亨燒臘,98NWUTOO,QHSL-98NWUTOO,燒肉油雞飯,BBQ Pork with Oil Chicken Rice,聯發科行善,2024-12-25 14:56:29
371,QHSL,齊亨燒臘,18PXNSLT,QHSL-18PXNSLT,玫瑰雞腿飯,Rose Chicken Leg Rice,聯發科行善,2024-12-25 14:56:29
372,QHSL,齊亨燒臘,79OIYCGF,QHSL-79OIYCGF,燒肉燒鴨飯,Roasted Pork & Roast Duck Rice,聯發科行善,2024-12-10 12:14:49
373,ZJL,豬腳蓮,52YIZEAR,ZJL-52YIZEAR,腿庫拌麵(小),Braised Pork Knuckle & Belly Noodles (Small),聯發科行善,2024-12-10 12:14:49
374,ZJL,豬腳蓮,71LFVIIA,ZJL-71LFVIIA,素食便當,Vegetarian Lunch Box,聯發科行善,2025-01-14 12:04:52
375,HFKY,伙房烤魚,72VLBCYP,HFKY-72VLBCYP,三杯雞丁飯,Three-Cup Chicken Rice,聯發科行善,2025-01-14 12:04:52
376,HFKY,伙房烤魚,05KZIDIK,HFKY-05KZIDIK,伙房排骨飯,Kitchen Pork Rib Rice,聯發科行善,2025-01-14 12:04:52
377,LZQHM,蘆洲七號麵線,21HUNZQZ,LZQHM-21HUNZQZ,蚵仔麵線,Oyster Vermicelli,聯發科行善,2025-01-14 12:04:52
378,SJBD,食吉便當,52PYELRC,SJBD-52PYELRC,舒肥青醬雞胸無飯,Sous-vide Pesto Chicken Breast (No Rice),聯發科行善,2024-12-25 14:56:29
379,SJBD,食吉便當,88AIOXJM,SJBD-88AIOXJM,日式薄鹽鯖魚,Japanese Lightly Salted Mackerel,聯發科行善,2025-01-14 12:04:52
380,SJBD,食吉便當,32MMVEKH,SJBD-32MMVEKH,泰式打拋雞肉,Thai Basil Chicken,聯發科行善,2024-12-25 14:56:29
381,SJBD,食吉便當,26MZBLPN,SJBD-26MZBLPN,蒜香低脂豬肉,Garlic Low-fat Pork,聯發科行善,2024-12-25 14:56:29
382,WHM,五花馬,97XKDRVK,WHM-97XKDRVK,豬肉捲餅,Pork Roll Pancake,聯發科行善,2024-12-25 14:56:29
383,CCFDX,萃茶風大享食,74KERKXV,CCFDX-74KERKXV,泡菜豚肉烏龍麵,Kimchi Pork Udon Noodles,聯發科行善,2025-01-14 12:04:52
384,CCFDX,萃茶風大享食,70FUMEJI,CCFDX-70FUMEJI,咖哩厚切豬排丼,Curry Thick-Cut Pork Cutlet Rice Bowl,聯發科行善,2025-01-14 12:04:52
385,CCFDX,萃茶風大享食,19EPAEKI,CCFDX-19EPAEKI,日式唐楊炸雞丼,Japanese Karaage Fried Chicken Rice Bowl,聯發科行善,2025-01-14 12:04:52
386,ZJL,豬腳蓮,24MVLZBW,ZJL-24MVLZBW,滷雞腿飯,Braised Chicken Leg Rice,聯發科行善,2024-12-10 12:14:49
387,ZJL,豬腳蓮,50MDHBYG,ZJL-50MDHBYG,乾煎鯖魚飯,Pan-fried Mackerel Rice,聯發科行善,2024-12-25 14:56:29
388,SUBWA,SUBWAY,61HPILOV,SUBWA-61HPILOV,厚切嫩牛沙拉,Tender Roast Beef Salad,聯發科行善,2024-12-10 12:14:49
389,ZJL,豬腳蓮,16PYSJBM,ZJL-16PYSJBM,蛋花湯,Egg Drop Soup,聯發科行善,2025-02-19 15:24:08
390,KFC,KFC,39HBQSNS,KFC-39HBQSNS,卡啦雞腿堡雙享餐,Crispy Chicken Leg Burger Combo Meal,聯發科行善,2025-02-19 15:24:08
391,KFC,KFC,87QVGKHF,KFC-87QVGKHF,起司燻雞捲 經典餐可樂,Cheese Smoked Chicken Roll Classic Meal with Cola,聯發科行善,2025-02-19 15:24:08
392,KFC,KFC,40PWSNGO,KFC-40PWSNGO,烤雞腿堡經典可樂,Grilled Chicken Leg Burger Classic Meal with Cola,聯發科行善,2025-02-19 15:24:08
393,KFC,KFC,70DYJLBB,KFC-70DYJLBB,青花椒香麻卡啦雞腿堡經典餐可樂,Green Pepper Spicy Crispy Chicken Leg Burger Classic Meal with Cola,聯發科行善,2025-02-19 15:24:08
394,KFC,KFC,05NDQFAB,KFC-05NDQFAB,義式香草紙包雞B雞汁飯餐,Italian Herb Paper-Wrapped Chicken with Chicken Rice Meal,聯發科行善,2025-02-19 15:24:08
395,BSK,必勝客,55HHQAKV,BSK-55HHQAKV,鐵板雙牛個人披薩無糖綠茶,Iron Plate Double Beef Personal Pizza with Unsweetened Green Tea,聯發科行善,2025-02-19 15:24:08
396,HXZ,鬍鬚張,22YKHHSJ,HXZ-22YKHHSJ,唐山里肌便當,Tangshan Pork Tenderloin Lunch Box,聯發科行善,2025-02-19 15:24:08
397,HXZ,鬍鬚張,08ZCMMAT,HXZ-08ZCMMAT,香腸雞肉飯便當,Sausage and Chicken Rice Lunch Box,聯發科行善,2025-02-19 15:24:08
398,HXZ,鬍鬚張,26HEYKGJ,HXZ-26HEYKGJ,魯肉飯便當安心鴨蛋,Braised Pork Rice Bento with Duck Egg,聯發科行善,2024-12-10 12:14:49
399,BFYJ,八方雲集,47UFLCUN,BFYJ-47UFLCUN,梁師傅排骨麵,Chef Liang's Pork Rib Noodles,聯發科行善,2025-02-19 15:24:08
400,BFYJ,八方雲集,22OOAZKH,BFYJ-22OOAZKH,旗魚花枝丸湯,Swordfish and Cuttlefish Ball Soup,聯發科行善,2024-12-25 14:56:29
401,QBJKC,喬比健康廚房,58XWWEIR,QBJKC-58XWWEIR,低脂雞胸肉飯-無飯,Low-Fat Chicken Breast Rice (Without Rice),聯發科行善,2025-02-19 15:24:08
402,QBJKC,喬比健康廚房,81YOBWDL,QBJKC-81YOBWDL,香滷棒棒腿飯,Braised Drumstick Rice,聯發科行善,2025-02-19 15:24:08
403,QBJKC,喬比健康廚房,31GLIVHC,QBJKC-31GLIVHC,椒鹽豬肉片飯,Pepper Salt Pork Slices Rice,聯發科行善,2025-02-19 15:24:08
404,QBJKC,喬比健康廚房,30RNACEM,QBJKC-30RNACEM,北海道薄鹽鮭魚飯,Hokkaido Lightly Salted Salmon Rice,聯發科行善,2025-02-19 15:24:08
405,QBJKC,喬比健康廚房,63ZHASRY,QBJKC-63ZHASRY,海鹽牛小排飯,Sea Salt Beef Short Rib Rice,聯發科行善,2025-02-19 15:24:08
406,QBJKC,喬比健康廚房,42UQMJEW,QBJKC-42UQMJEW,蔬食餐盒,Vegetarian Meal Box,聯發科行善,2025-02-19 15:24:08
407,SUBWA,SUBWAY,32VINGDZ,SUBWA-32VINGDZ,嫩切雞肉6吋,Tender Sliced Chicken (6-inch),聯發科行善,2024-12-10 12:14:49
408,DWJKC,大王健康餐盒,07DHEBBH,DWJKC-07DHEBBH,蔥鹽雞胸-無飯,Scallion Salt Chicken Breast (Without Rice),聯發科行善,2025-01-14 12:04:52
409,DWJKC,大王健康餐盒,02KVWIJC,DWJKC-02KVWIJC,打拋雞胸,Stir-fried Chicken with Holy Basil,聯發科行善,2024-12-25 14:56:29
410,DWJKC,大王健康餐盒,29UNMPXH,DWJKC-29UNMPXH,泰式豬五花,Thai Style Pork Belly,聯發科行善,2024-12-25 14:56:29
411,DWJKC,大王健康餐盒,22YBWUJP,DWJKC-22YBWUJP,清滷雞腿,Braised Chicken Leg,聯發科行善,2024-12-25 14:56:29
412,DWJKC,大王健康餐盒,33GZCMRP,DWJKC-33GZCMRP,鹽烤鯖魚,Salt-Grilled Mackerel,聯發科行善,2025-01-14 12:04:52
413,DWJKC,大王健康餐盒,42UQMJEW,DWJKC-42UQMJEW,蔬食餐盒,Vegetarian Meal Box,聯發科行善,2025-02-19 15:24:08
414,HBW,漢堡王,49GAQPYF,HBW-49GAQPYF,花生培根牛肉堡小薯中可,Peanut Bacon Beef Burger with Small Fries and Medium Coke,聯發科行善,2025-02-19 15:24:08
415,HBW,漢堡王,17SVLYDF,HBW-17SVLYDF,經典脆雞堡辣中薯球中可,Classic Crispy Chicken Burger with Spicy Medium Potato Balls and Medium Coke,聯發科行善,2025-02-19 15:24:08
416,HBW,漢堡王,10BUZHCZ,HBW-10BUZHCZ,小華堡小薯中可,Junior Burger with Small Fries and Medium Coke,聯發科行善,2025-02-19 15:24:08
417,HBW,漢堡王,69CAFJHM,HBW-69CAFJHM,鱈魚堡辣中薯球中可,Fish Burger with Spicy Medium Potato Balls and Medium Coke,聯發科行善,2025-02-19 15:24:08
418,HBW,漢堡王,60LLKRWF,HBW-60LLKRWF,安格斯厚切牛肉堡小薯中可,Angus Thick-cut Beef Burger with Small Fries and Medium Coke,聯發科行善,2025-02-19 15:24:08
419,YST,御食堂,16IXRLYA,YST-16IXRLYA,香酥雞排飯,Crispy Chicken Cutlet Rice,聯發科行善,2025-02-19 15:24:08
420,YST,御食堂,42TDSIYO,YST-42TDSIYO,棒腿加蝦捲飯,Drumstick with Shrimp Roll Rice,聯發科行善,2025-02-19 15:24:08
421,YST,御食堂,02OCCJYP,YST-02OCCJYP,泰式椒麻雞腿飯,Thai Style Pepper Chicken Leg Rice,聯發科行善,2025-02-19 15:24:08
422,YST,御食堂,07FFVBOV,YST-07FFVBOV,鮭魚排飯,Salmon Cutlet Rice,聯發科行善,2025-02-19 15:24:08
423,YST,御食堂,51APUFCV,YST-51APUFCV,蔥燒豬肉飯,Braised Pork with Green Onion Rice,聯發科行善,2025-02-19 15:24:08
424,HFKY,伙房烤魚,27DEMDYC,HFKY-27DEMDYC,蔥爆牛肉飯,Stir-fried Beef with Green Onion Rice,聯發科行善,2025-02-19 15:24:08
425,QJTJR,奇雞土雞肉飯,92ZZUWDW,QJTJR-92ZZUWDW,招牌冠軍土鷄肉餐盒,Signature Champion Free-range Chicken Bento,聯發科行善,2025-02-19 15:24:08
426,QJTJR,奇雞土雞肉飯,22AKGBFW,QJTJR-22AKGBFW,火山黑胡椒嫩雞餐盒,Volcano Black Pepper Tender Chicken Bento,聯發科行善,2025-02-19 15:24:08
427,QJTJR,奇雞土雞肉飯,32KVQMNJ,QJTJR-32KVQMNJ,奶油蒜香文蛤餐盒,Creamy Garlic Clams Bento,聯發科行善,2025-02-19 15:24:08
428,QJTJR,奇雞土雞肉飯,46RINEOE,QJTJR-46RINEOE,土鷄丸鷄湯,Free-range Chicken Meatball Soup,聯發科行善,2025-02-19 15:24:08
429,BFYJ,八方雲集,94WXCYFK,BFYJ-94WXCYFK,酸辣湯,Hot and Sour Soup,聯發科行善,2024-12-25 14:56:29
430,ZZ,抓粥,48HBAYVN,ZZ-48HBAYVN,霸王粥,Overlord Congee,聯發科行善,2025-01-14 12:04:52
431,ZZ,抓粥,68CFQWUV,ZZ-68CFQWUV,廣東粥,Cantonese Congee,聯發科行善,2025-01-14 12:04:52
432,ZZ,抓粥,05ZMAENE,ZZ-05ZMAENE,幼寶粥,Baby Porridge,聯發科行善,2025-02-19 15:24:08
433,ZZ,抓粥,80UXIIKI,ZZ-80UXIIKI,田園蔬菜粥,Garden Vegetable Porridge,聯發科行善,2025-02-19 15:24:08
434,QBJKC,喬比健康廚房,73ARBPBP,QBJKC-73ARBPBP,蔬食餐盒(素),Vegetarian Meal Box (Vegetarian),聯發科行善,2025-02-19 15:24:08
435,BSK,必勝客,30PFLRSR,BSK-30PFLRSR,海鮮個人披薩無糖綠茶,Seafood Personal Pizza + Sugar-Free Green Tea,聯發科行善,2024-12-10 12:14:49
436,DWJKC,大王健康餐盒,65QVZTZJ,DWJKC-65QVZTZJ,水嫩雞胸-無飯,Tender Chicken Breast (Without Rice),聯發科行善,2025-01-14 12:04:52
437,DWJKC,大王健康餐盒,22VOMSFU,DWJKC-22VOMSFU,台式蒜泥豬五花,Taiwanese Garlic Pork Belly,聯發科行善,2024-12-25 14:56:29
438,DWJKC,大王健康餐盒,27ECMWFB,DWJKC-27ECMWFB,滷香牛腱,Braised Beef Shank,聯發科行善,2025-01-14 12:04:52
439,LHJCH,李鴻記餐盒,15OFYTZV,LHJCH-15OFYTZV,椒鹽嫩煎雞胸無飯減脂地瓜餐,Salt and Pepper Pan-fried Chicken Breast with Sweet Potato (No Rice) Diet Meal,聯發科行善,2024-12-25 14:56:29
440,LHJCH,李鴻記餐盒,20CBVQTS,LHJCH-20CBVQTS,日式胡麻嫩雞,Japanese Sesame Tender Chicken,聯發科行善,2024-12-25 14:56:29
441,LHJCH,李鴻記餐盒,30HRRHMB,LHJCH-30HRRHMB,嫩煎豬佐日式胡麻醬,Pan-fried Pork with Japanese Sesame Sauce,聯發科行善,2024-12-25 14:56:29
442,LHJCH,李鴻記餐盒,13EJJJTC,LHJCH-13EJJJTC,蒜醬露浴豬五花,Garlic Sauce Braised Pork Belly,聯發科行善,2025-02-19 15:24:08
443,LHJCH,李鴻記餐盒,98TOFCSE,LHJCH-98TOFCSE,墨式風味嫩雞,Mexican Style Tender Chicken,聯發科行善,2025-02-19 15:24:08
444,LHJCH,李鴻記餐盒,30EEEOFQ,LHJCH-30EEEOFQ,義式綜合野菇(素),Italian Mixed Mushrooms (Vegetarian),聯發科行善,2024-12-25 14:56:29
445,KST,咖食堂,82WWFNWX,KST-82WWFNWX,咖哩雞排飯,Curry Chicken Cutlet Rice,聯發科行善,2024-12-25 14:56:29
446,KST,咖食堂,88SEPLKL,KST-88SEPLKL,豬排烏龍麵,Pork Cutlet Udon Noodles,聯發科行善,2025-02-19 15:24:08
447,MSHB,摩斯漢堡,11DIRYSE,MSHB-11DIRYSE,摩斯漢堡紅茶,Mos Burger Black Tea,聯發科行善,2025-02-19 15:24:08
448,XYKRF,鑫野烤肉飯,03ZJTRPD,XYKRF-03ZJTRPD,烤鯖魚飯,Grilled Mackerel Rice,聯發科行善,2025-02-19 15:24:08
449,MAKOT,MAKOTO,62RMQVKC,MAKOT-62RMQVKC,招牌牛肉便當,Signature Beef Lunch Box,聯發科行善,2025-02-19 15:24:08
450,MAKOT,MAKOTO,59TPSJRG,MAKOT-59TPSJRG,蔥香豚丼,Scallion Pork Rice Bowl,聯發科行善,2025-02-19 15:24:08
451,MAKOT,MAKOTO,54PBQIOL,MAKOT-54PBQIOL,炙燒明太子牛丼,Seared Cod Roe Beef Rice Bowl,聯發科行善,2025-02-19 15:24:08
452,MAKOT,MAKOTO,82SRDEXQ,MAKOT-82SRDEXQ,醬燒雞丼,Soy Sauce Chicken Rice Bowl,聯發科行善,2025-02-19 15:24:08
453,MAKOT,MAKOTO,14MHYQCK,MAKOT-14MHYQCK,櫻花蝦高麗菜豚丼,Sakura Shrimp and Cabbage Pork Rice Bowl,聯發科行善,2025-02-19 15:24:08
454,BFYJ,八方雲集,96XTRHHV,BFYJ-96XTRHHV,玉米濃湯,Corn Soup,聯發科行善,2024-12-25 14:56:29
455,SUBWA,SUBWAY,92UIGCLD,SUBWA-92UIGCLD,哈燒起司總匯6吋,Hot Cheese Combo 6-inch,聯發科行善,2025-02-19 15:24:08
456,ZZ,抓粥,14VYYBQW,ZZ-14VYYBQW,艇仔粥,Boat Congee,聯發科行善,2025-01-14 12:04:52
457,ZZ,抓粥,78MAWJFS,ZZ-78MAWJFS,海鮮及第粥,Seafood and Assorted Meat Congee,聯發科行善,2025-01-14 12:04:52
458,ZZ,抓粥,64NMFLRQ,ZZ-64NMFLRQ,海藻小魚粥,Seaweed and Small Fish Congee,聯發科行善,2025-01-14 12:04:52
459,LHJCH,李鴻記餐盒,01XLTHHH,LHJCH-01XLTHHH,紅燒豆腐(素),Braised Tofu (Vegetarian),聯發科行善,2025-03-21 12:23:37
460,WHM,五花馬,16PYSJBM,WHM-16PYSJBM,蛋花湯,Egg Drop Soup,聯發科行善,2025-03-21 12:23:37
461,BSK,必勝客,94RQQNGT,BSK-94RQQNGT,彩蔬鮮菇個人披薩原萃無糖綠茶,Colorful Vegetable and Mushroom Personal Pizza with Unsweetened Green Tea,聯發科行善,2025-03-21 12:23:37
462,XYKRF,鑫野烤肉飯,49ZQTIXD,XYKRF-49ZQTIXD,無骨椒麻雞,Boneless Spicy Chicken,聯發科行善,2025-03-21 12:23:37
463,MAKOT,MAKOTO,95LALFTR,MAKOT-95LALFTR,滑蛋牛丼,Scrambled Egg Beef Donburi,聯發科行善,2025-03-21 12:23:37
464,MAKOT,MAKOTO,57BDEAHQ,MAKOT-57BDEAHQ,薑燒豚丼,Ginger Pork Donburi,聯發科行善,2025-03-21 12:23:37
465,MAKOT,MAKOTO,35XUTUGB,MAKOT-35XUTUGB,薄鹽鯖魚便當,Lightly Salted Mackerel Bento,聯發科行善,2025-03-21 12:23:37
466,QHSL,齊亨燒臘,52KGATYC,QHSL-52KGATYC,臘味雙腸飯,Cantonese Sausage Double Rice,聯發科行善,2025-03-21 12:23:37
467,QHSL,齊亨燒臘,12PFQOXN,QHSL-12PFQOXN,紅麴叉燒飯,Red Yeast BBQ Pork Rice,聯發科行善,2024-12-25 14:56:29
468,KST,咖食堂,33VQXLCA,KST-33VQXLCA,雞肉丼飯,Chicken Donburi,聯發科行善,2025-03-21 12:23:37
469,MSHB,摩斯漢堡,14GUPZBX,MSHB-14GUPZBX,摩斯起司堡紅茶,MOS Cheeseburger with Black Tea,聯發科行善,2025-03-21 12:23:37
470,MSHB,摩斯漢堡,55CNBHSV,MSHB-55CNBHSV,元氣牛肉珍珠堡紅茶,Energy Beef Pearl Burger with Black Tea,聯發科行善,2025-03-21 12:23:37
471,MMNN,貓咪奶奶,06LWUUOJ,MMNN-06LWUUOJ,蔥鹽雞胸餐盒-無飯,Scallion Salt Chicken Breast Bento - No Rice,聯發科行善,2025-03-21 12:23:37
472,MMNN,貓咪奶奶,03PIEECE,MMNN-03PIEECE,蒜香梅花豬餐盒,Garlic Plum Pork Bento,聯發科行善,2025-03-21 12:23:37
473,MMNN,貓咪奶奶,31AIZVSX,MMNN-31AIZVSX,蔥鹽和風豆腐餐盒,Scallion Salt Japanese Style Tofu Bento,聯發科行善,2025-03-21 12:23:37
474,MMNN,貓咪奶奶,08CGZJCF,MMNN-08CGZJCF,蔥鹽和光鮮蝦餐盒,Scallion Salt Fresh Shrimp Bento,聯發科行善,2025-03-21 12:23:37
475,MMNN,貓咪奶奶,72WYETDU,MMNN-72WYETDU,蜜戀韓式雞腿餐盒,Honey Love Korean Style Chicken Leg Bento,聯發科行善,2025-03-21 12:23:37
476,MMNN,貓咪奶奶,31SBLDAT,MMNN-31SBLDAT,和風豆腐餐盒(全素),Japanese Style Tofu Bento (Vegetarian),聯發科行善,2025-03-21 12:23:37
477,XGSLG,香港燒臘館,70OGOBSB,XGSLG-70OGOBSB,招牌飯,Signature Rice,聯發科行善,2025-03-21 12:23:37
478,XGSLG,香港燒臘館,41ZCTDYC,XGSLG-41ZCTDYC,三寶飯,Three Treasures Rice,聯發科行善,2025-03-21 12:23:37
479,XGSLG,香港燒臘館,21IXNINA,XGSLG-21IXNINA,油雞飯,Oil Chicken Rice,聯發科行善,2025-03-21 12:23:37
480,XGSLG,香港燒臘館,22KQXZZN,XGSLG-22KQXZZN,燒鴨飯,Roast Duck Rice,聯發科行善,2025-03-21 12:23:37
481,XGSLG,香港燒臘館,12IMAGGP,XGSLG-12IMAGGP,滑蛋蝦仁飯,Scrambled Egg Shrimp Rice,聯發科行善,2025-03-21 12:23:37
482,XDST,兄弟食堂,10IAIYIM,XDST-10IAIYIM,滷排骨便當,Braised Pork Ribs Bento,聯發科行善,2025-03-21 12:23:37
483,HBW,漢堡王,35UGFQPW,HBW-35UGFQPW,原味小華堡小薯中可,Original Little Hua Burger with Small Fries and Medium Drink,聯發科行善,2025-03-21 12:23:37
484,HBW,漢堡王,50DTPNVI,HBW-50DTPNVI,烤雞培根堡小薯中可,Grilled Chicken Bacon Burger with Small Fries and Medium Drink,聯發科行善,2025-03-21 12:23:37
485,HBW,漢堡王,20LTZETJ,HBW-20LTZETJ,經典脆雞堡小薯中可,Classic Crispy Chicken Burger with Small Fries and Medium Drink,聯發科行善,2025-03-21 12:23:37
